Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
Share of income from benefits and tax credits by ethnicity over time,6b62a934ae5c1b1cd23b74305840f962d1caca0f,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Share of income from benefits and tax credits by ethnicity over time,ac699e204af7af726fd2242183f8748f67b1b1db,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Share of income from pensions by ethnicity over time,42eade7ea6675f7c462ae06dc4decf0b75f4f86d,10A,No,No,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Share of income from pensions by ethnicity over time,c0bb4c4f434b683a8930ae9285511d5ecc9823c9,10A,No,No,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
"Share of income from wages, salaries or self-employment by ethnicity over time",9aa1d7c254105ed4f5599007dc67d62e70405299,10A,No,No,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
"Share of income from wages, salaries or self-employment by ethnicity over time",9a3922fef31a4ca3d47b3b41eba2bd3e56292e86,10A,No,No,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Sources of household income by ethnicity,a648ab0b9d51db8d512a44ce7489a5c0ca5fe9d7,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Sources of household income by ethnicity,6e80a88ab3f8b4d7cfd4cba0d573b151d93ae39c,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Sources of household income
Weekly household income by ethnicity,8544e2a9b0a8d493a037d0e0d8160a76bd6bee37,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Household income
Weekly household income by ethnicity,38528e1e53f9adcd18d11495ec270a9334123c8a,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Household income
Weekly household income by ethnicity,86d02b94e6ad06b4d98413c7677c702120ba05d3,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Pay and income,Household income
Family units receiving income-related benefits,81a8bb9d3bd51f156ccfbe06d94fa21f684c85e4,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
Family units receiving income-related benefits,1960f6fd3c0a4dc167d9fd155a059f6cb1a1b4b2,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
"Family units receiving non-income related benefits, by ethnicity and type of benefit",9c3c36328c891b50b903773d71bc1869a81e71f9,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
"Family units receiving non-income related benefits, by ethnicity and type of benefit",5703eaf68d49f5dfdb88085590ff872b297f2271,10A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
Family units receiving state support by ethnicity over time,2e967ecd866be3d1db6132461d41519ba5ca1cb2,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
Family units receiving state support by ethnicity over time,2bc7cac9685f1129d8049bade9ffd3a7bdaba33c,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
"Family units receiving state support, by ethnicity and type of support",2b5891f803877809da872a3ea2c9804645e91044,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
"Family units receiving state support, by ethnicity and type of support",5c32d06de665d22d23fca98261bef00cb9a1701d,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
Family units receiving tax credits,c28f21c89ddd23cb9993167c10fa401b3e2cdd46,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
Family units receiving tax credits,d25ecbadf2caf56472efb6a063fc6bc276911465,10A,Yes,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White British, White other, Other",Benefits,State support
People claiming Income Support by ethnicity,52a36c652605641c5de10c4a1e3e9abc7d900c33,2A,No,Yes,No,"White, Other",Benefits,People on Income Support
People claiming Income Support by ethnicity and region,d2e813b09a5983e1032bfb4f48c0ce32a48f4cb2,2A,No,Yes,No,"White, Other",Benefits,People on Income Support
People claiming Income Support by ethnicity over time,ed09db236d626bc9fa6f737b7aea871e426d2cb7,2A,No,No,No,"White, Other",Benefits,People on Income Support
Unemployed men by ethnicity and qualification level,318cb9e2bb7aaf6a609cb89d2b4506e2856df0b9,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Unemployed men by ethnicity and qualification level,9fa96e47d1211f052a48287244240e0b118f9c6f,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Unemployed women by ethnicity and qualification level,9c3827f50d8ff8e3e94d679ac5258d8131d5bf80,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Unemployed women by ethnicity and qualification level,dd779d73fe0d1074eb08cb4705940a8eb0caa9fd,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Unemployment by ethnicity and qualification level,c91f25b7c65f91b21b5dcb89d0c1b9a737382d11,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Unemployment by ethnicity and qualification level,6b5a686eeae21ed8592e4ba45655bbd18c9710b0,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Unemployment by qualification level
Economic inactivity by ethnicity and qualification level,f26545c8071c2bad531b2bbe07f4953881c2d447,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Economic inactivity by ethnicity and qualification level,cc8b95135360415dc43e859192cc6fb02b9bec87,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Economically inactive men by ethnicity and qualification level,5684dcab2359af7e136ee0d391b39efaa8917c29,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Economically inactive men by ethnicity and qualification level,f2de9694af194fd8443f5e5a3b299dda6a43778a,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Economically inactive women by ethnicity and qualification level,69037a0ea0e15646aa3b21caa82a9bfeb886837f,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Economically inactive women by ethnicity and qualification level,0bdab0c37a431268a9d5f4b99c56c31c119b3b30,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Unemployment and economic inactivity,Economic inactivity by qualification level
Employed men by ethnicity and qualification level,477ea0e39cc15c193e50574031743dc8d81079d4,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Employed men by qualification level and ethnicity,315932b3fb95a070f44c15d1c911f347c1f7f112,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Employed women by ethnicity and qualification level,bad7c27fa43f7fb64e78977d4f7cea385ebc02c3,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Employed women by qualification level and ethnicity,b7b39777876ecb863ab2d0785ed2556ece05e144,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Employment by ethnicity and qualification level,93c4e03e1c09ac98fb5a3d8a47ee199f25cf18a9,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Employment by qualification level and ethnicity,6afbee7637ae532b863c3c1526b9f334f429f377,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Employment,Employment by qualification level
Fear of crime by ethnicity and age,504eb7d8d073d8540a6b7fdba2dba5cb242bf407,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Fear of crime by ethnicity and age group,93cfcf1befff82f7f41319539efe688ac5a653e6,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Fear of crime by ethnicity and gender,f1b3e174d0178959f68968f6ca924965169e84bc,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Fear of crime by ethnicity and gender,72339cf0d6eb40360f2615435be3ea6009a4a34f,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Fear of crime by ethnicity and socio-economic group,482d699fb815c8fbe4b90690531fc266c503cbf4,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Fear of crime by ethnicity and socio-economic group,706ba521fa44c1b271f3208ba314acb341970fac,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Fear of crime
Victims of crime by ethnicity,67ee9f7b1bbbe4c6613d2c2ae9388edb489b66aa,18A,Yes,Yes,No,2011 census: 18 categories,Crime and reoffending,Victims of crime
Victims of crime by ethnicity and age,9d8a9f5ba86d890c06ca6d4d7a15cd60a2a5ab46,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Victims of crime by ethnicity and age group,3ef419c758a00b76226e4d47d3d65d92a602fcb4,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Victims of crime by ethnicity and gender,f02f3068a106850f5054eafc02613529da8200eb,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Victims of crime by ethnicity and gender,1fc41ed584488debd60a49e10a9045d413c41fba,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Victims of crime by ethnicity and socio-economic group,8081a9ca2f3bb8caa5b2207118c92f2699bb111c,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Victims of crime by ethnicity and socio-economic group,d0d45506ebfb2db4528b430c0617311d0ee5dfdd,5B,No,No,No,"Asian, Black, White, Mixed, Other",Crime and reoffending,Victims of crime
Confidence in the local police by ethnicity,b056aad2a469ec9c74103197ee8b58aaee8e3e5e,18A,Yes,Yes,No,2011 census: 18 categories,Policing,Confidence in the local police
Confidence in the local police by ethnicity,8164a5dd479c6ced9509774b4267bad6110375f3,18A,Yes,Yes,No,2011 census: 18 categories,Policing,Confidence in the local police
Confidence in the local police by ethnicity and age,6225b62caa16e5fd50ff5e9a15ff7fdd7d41f785,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the local police by ethnicity and age,b01a2ace60c75e636b9cc65e7690678ed4255066,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the local police by ethnicity and age,e814fc51c621001a65efa76ac5ea902e6e4a1b30,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the local police by ethnicity and gender,aaa1dca23226e43671224967d0da144153cdaa49,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the local police by ethnicity and gender,0511a089c7e85fd9d134b38612fd90a0194a57df,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the local police by ethnicity and gender,ccfa4005db4e5797000818b8df239a19f1bc0d5e,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the police by ethnicity and socio-economic group,87f7960adbc1360b0c01a28749bdbb289a35737c,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the police by ethnicity and socio-economic group,7492e51b0133e9d3da92eb322de3033abe10fb8d,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Confidence in the police by ethnicity and socio-economic group,e738c9fa1f4fcca72733eabd5175bf883d6d1317,5B,N/A,No,No,"Asian, Black, White, Mixed, Other",Policing,Confidence in the local police
Stop and search by ethnicity,268654235c9800ca2e08590c15dcec3d76e848bf,18A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Policing,Stop and search
Stop and search by ethnicity,405588e50e9208f15f120e446cd89bd791294c15,18A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Policing,Stop and search
Stop and search by ethnicity and area,57498b4a63fc54f6e4a0218ee739ec58ef0701ef,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Policing,Stop and search
Stop and search by ethnicity and area,06b0a22eda2d50388878256a1fa32af443d342bb,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Policing,Stop and search
Police workforce by ethnicity and area,7828a34fcbed8166d6847bb043f7ba0397fe1a10,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Police workforce by ethnicity and area,e5689933939013497d19712ade62b6305ade5c4f,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Police workforce by ethnicity and rank,d1223a055fa93cb5072b49980dca5383e15bc373,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Police workforce by ethnicity and rank,1903dd094b39fb3efffb50b9f11ffafaca7dcfb1,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Police workforce by ethnicity and type of police work,e82535b8593cc0b8ee0bc8d46028242d29f97dad,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Police workforce by ethnicity and type of police work,7db3183f7533332abb6720e64b4751008c0c8b84,5B,No,No,No,"Asian, Black, White, Mixed, Other",Public sector workforce,Police workforce
Number of arrests by ethnicity and area,97236a85f93480741e4faa1576048bf9515e8d24,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
Number of arrests by ethnicity and area,6ffd5fec5ec06087a6349e1353cf23c590d0c2f0,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
Number of arrests by ethnicity and area,95c7b81303cf69f3a7409810173bb6e18695b8ca,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
Number of arrests by ethnicity and gender,35994f1919e83ac58783d4663954d1a5b1c148b7,5B,N/A,Yes,Yes,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
Number of arrests by ethnicity and gender,3be124627e60f8a057eb427ba846cde95cfcdd68,5B,N/A,Yes,Yes,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
Number of arrests by ethnicity and gender,08a3cbc87a735a12f2f61d588f21b8e025bc2ec2,5B,N/A,Yes,Yes,"Asian, Black, White, Mixed, Other",Policing,Number of arrests
"Rates of detention (per 100,000) under the Mental Health Act 1983 by broad ethnic group",e83a268d96b0feca77f159d2d5312c82397f566f,5B,No,No,No,"Asian, Black, White, Mixed, Other",Access to treatment,Detentions under the Mental Health Act
"Rates of detention (per 100,000) under the Mental Health Act 1983 by broad ethnic group",067df978f687c35975200a6d7f84a197172a1cd3,5B,No,No,No,"Asian, Black, White, Mixed, Other",Access to treatment,Detentions under the Mental Health Act
"Rates of detention (per 100,000) under the Mental Health Act 1983 by specific ethnic group",6d4267f26f607dd33494500bca492df0fed5ba96,16A,No,No,No,2001 census: 16 categories (plus 'unknown'),Access to treatment,Detentions under the Mental Health Act
"Rates of detention (per 100,000) under the Mental Health Act 1983 by specific ethnic group",cb539897802b55e0191d316a9a8ae037d4b3052f,16A,No,No,No,2001 census: 16 categories (plus 'unknown'),Access to treatment,Detentions under the Mental Health Act
Armed forces personnel by ethnicity and rank,273b2ff53a8ca82a298039a41fe750aa8a785ad3,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Armed forces personnel by ethnicity and rank,62bcaacc2347d6deac562d0e92bed6db60864422,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Armed forces personnel by ethnicity and rank,da01cf34d7adb2dbc31b8b6d47f983f451eb15da,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Officers by ethnicity and service over time,a13c8611aae8dd1e5fee3650c18c9858af915540,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Officers by ethnicity and service over time,86ac38707ee23e83ba151d2b994c157d7f2a2f7d,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Officers by ethnicity and service over time,3e29abd86ee601c12b42f96c4971986ae348a5c2,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
"Personnel by ethnicity and service, 2017",2a1c5c382744772fea01ebaccf28c9f64f4b2414,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
"Personnel by ethnicity and service, 2017",2c8dfdb8f75f5b0a16258d4c9adfa3819568af14,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
"Personnel by ethnicity and service, 2017",7be7bf984436fd4aed02e93f818d7cfa0cb3e1cc,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Service personnel (all other ranks) over time,93aa1a7d300d64d754589d50de3aa78608533910,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Service personnel (all other ranks) over time,790b5c9eef52c1912a2ec9ac58484ac1ced1a1ce,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Service personnel (all other ranks) over time,4950a882f6ec276edc877ab0f4e36cfe0acebf89,2A,No,No,No,"White, Other",Public sector workforce,Armed forces workforce
Legal Aid by Scheme,261fac0c55b30b069656189a32b2a6e23135551d,2A,N/A,No,Yes,"White, Other","Courts, sentencing and tribunals",Legal Aid
Remand status at Crown Court by ethnicity,dbe5b83693e29df10f2a43b54f0dc62f5898970f,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Remand status at Crown Court
Remand status at Crown Court by ethnicity and age group,e15f739f329cf5dd4599ab93326cd4b69ac69197,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Remand status at Crown Court
Remand status at Crown Court by ethnicity and gender,bfa9206000ff1238e21d188db1e62917f267e294,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Remand status at Crown Court
Conviction Ratio by ethnicity,762c03d8d89007b141790e36f82b83a593dac691,5A,No,Yes,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction Ratio by ethnicity,4d1941220c2c503860a39ce82c25dd14659bbc3a,5A,No,Yes,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction Ratio by ethnicity and age group,a99bbad30ea2cbde32b3c65eb61dd6600d987f4b,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction Ratio by ethnicity and age group,4b0ec6c8fa63ac94f0ec797d8be34bb9460c68a2,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity and age group of defendant,7f365c30f1efebde284bbbea4d7848b751bfd61c,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity and age group of defendant,334433f3516efece58cc564224f1506e9d162f26,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction Ratio by ethnicity and gender,1f61967d056a9e3f5064f32ab4168eb3c7986498,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction Ratio by ethnicity and gender,bf9d59a57419f4127ecac5396e8b2ee220a67d77,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity and sex of defendant,d21d4c892c52262d4d01dde17ef91c641f2cd2f4,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity and sex of defendant,61f4620ef580853c11171ab29cc854681a3f6a8c,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity of defendant over time,f3e3c1e36ea5e851f6555e385d46fb7916e31ebd,5A,No,Yes,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Conviction ratio by ethnicity of defendant over time,e1e3050b963b3d26126e387449591182e3800199,5A,No,Yes,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Prosecutions and convictions
Type of custodial order by ethnicity of young person in custody,d3e64f63e959d84b6b3f81a06c94d341db16b6e4,2A,N/A,No,Yes,"White, Other","Courts, sentencing and tribunals",Young people in custody
Type of custodial order by ethnicity of young person in custody,ad26c0bbd4ec545c7f9016950e3d847c63642c74,2A,N/A,No,Yes,"White, Other","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity and offence group,8ce32f8e4dc9ff5b3d2e0e791ec465052988c6d7,2A,N/A,No,No,"White, Other","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity and offence group,cf4b669156ec992a8b8be137aee712ee95e8c8b1,2A,N/A,No,No,"White, Other","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity and type of custodial order over time,48dbfb76aefb340cdb3461d6bc4649357d55f497,2A,N/A,No,No,"White, Other","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity and type of custodial order over time,45aea42223bbba6155532a6dee54f232da3751c8,2A,N/A,No,No,"White, Other","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity over time,13fbb985a3077d481f4a0f97910553b1257015ab,4B,N/A,No,Yes,"Asian and Other, Black, Mixed, White","Courts, sentencing and tribunals",Young people in custody
Young people in custody by ethnicity over time,75a0b4568d11b67206074cda9a2c7abed11b028e,4B,N/A,No,Yes,"Asian and Other, Black, Mixed, White","Courts, sentencing and tribunals",Young people in custody
Young people given youth cautions by ethnicity,17628f0797aa01dd6af59953a1dbfbd8387088ba,4C,N/A,No,Yes,"Asian, Black, White, Mixed, Other inc Chinese",Policing,Youth cautions
Average custodial sentence length by ethnicity and age group of offender,31f2bf4053433fd3fd3d4154e6440eb815d9fe04,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity and age group of offender,9803c58d1fb1b929a3f47929ebb0ab8d3a8ee1aa,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity and sex of offender,be934e415cd05f270c92d1324e1ccb561d79f9fe,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity and sex of offender,861d6bce6f9612e1b4b420772f1116caf51028f0,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity of offender and type of offence,961e9cf7e995562359afe422eba46bf6b4873d3e,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity of offender and type of offence,c31aa52c93f206ec9557911f26ed513252216b5c,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity of offender over time,d60bdb5e3560bd7411782fc7bde9df011d0966ec,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Average custodial sentence length by ethnicity of offender over time,7aa8d1a82531002ce607b1107a51d66d62280380,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Average length of custodial sentences
Custodial sentences by ethnicity of offender and type of offence,e06166c39c5743e5c26af941317a6b19214fce35,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custodial sentences given by ethnicity of offender and type of offence,03e8f5efab3838f84191849d7b96d922a3edf7cf,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity and age group,c82a446b28a805b66bcea9a64ba8a9ca0a6be6c9,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity and age group,83ed8c1b00d3fbbdac1a92eaa5c94abe45e7d3da,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity and gender,c0338de1ed148d2e666179fd170826dd0c8e16bd,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity and gender,deea54a603b00583ebb5cbea21ca3eb3e4935901,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity over time,eb81ba90975fa91b3b6892e3c77eb86e9272af48,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Custody rate by ethnicity over time,e3385b59dfe496cc96ad653d1b76a6e506177fc0,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Offenders sentenced for indictable offences by ethnicity,249ef3d8a7b80b19b81b39aaa189aea73ce6601a,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Sentences for indictable offences by ethnicity of offender,394c62610657776d3fdc082b9ab56d44bf53dec3,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Type of sentence by ethnicity of offender,2ebae66127f0305de54932be96b5875589333a81,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Type of sentence by ethnicity of offender,aaee3306894a160d99c2fa381a4ba1628455f372,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other","Courts, sentencing and tribunals",Sentences and custody
Average number of reoffences per reoffender,95fbb4a509a66bba288b66c3cd374b336c76ef2f,4A,N/A,No,Yes,"Asian, Black, White, Other",Crime and reoffending,Average number of reoffences per criminal offender
"Average number of reoffences per offender, by ethnicity",b2da11a51b2e8c98df2f0e17d2b60bf832b81d6f,4A,N/A,No,Yes,"Asian, Black, White, Other",Crime and reoffending,Average number of reoffences per criminal offender
